ID,Country,City,Phase,Line,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Source2,Reference
7344,BR,Salvador,,Lines 1-2,2000,2017,0,33,4.00%,1.4,10.935,20.745,20,,Wiki,"4,800",BRL,2012,0.62,2976,90.2,0,0,0,0,Media,http://patrocinados.estadao.com.br/ccr/salvadors-subway-becomes-a-model-of-success/
7345,PA,Panama City,,Line 1,2010,2014,0,13.7,53.00%,7.3,4.69,1.749,12,,Wiki,"2,009",USD,2012,1.74,3495.66,255.2,0,0,0,0,Media,http://elsiglo.com.pa/panama/justifican-costo-linea-1-metro/23828270
7346,PA,Panama City,,Line 2,2015,2019,0,21,0.00%,0,21,0,16,,Trade,"2,130",USD,2017,2.01,4281.3,203.9,0,0,0,0,Trade,https://www.railjournal.com/regions/central-south-america/panama-city-metro-line-2-inaugurated/
7347,PA,Panama City,,Line 3,2020,2024,0,26.7,0.00%,0,0,0,14,,Trade,"2,507",USD,2020,2.08,5214.56,195.3,0,0,0,0,Trade,https://www.railwaypro.com/wp/south-korean-consortium-to-build-panama-metro-line-3/
7352,PH,Manila,,Line 9,2019,2025,0,28.3,100.00%,28.3,0,0,13,,Media,"356,960",PHP,2022,0.055,19632.8,693.7,0,0,0,0,Media,https://rappler.com/business/construction-metro-manila-subway-begins-february-2019
7353,PH,Manila,,Line 7,2015,2021,0,22.8,15.00%,3.4,0,0,14,,Measured,"69,300",PHP,2018,0.055,3811.5,167.2,0,0,0,0,Trade,https://www.railwaygazette.com/news/single-view/view/manila-metro-line-7-breaks-ground.html
7354,PH,Manila,,Line 5,2019,2025,0,11,100.00%,11,0,0,10,,Media,"2,500",USD,2022,2.66,6650,604.5,0,0,0,0,Media,https://news.abs-cbn.com/business/multimedia/infographic/07/27/18/the-makati-subway
7355,PH,Manila,,Line 4,2021,2025,0,15.6,0.00%,0,0,0,11,,Wiki,"59,300",PHP,2023,0.055,3261.5,209.1,0,0,0,0,Media,https://newsinfo.inquirer.net/1211139/mrt-4-project-targeted-for-completion-in-2025
7360,AT,Vienna,,Line 2 extension,2010,2013,0,4.2,0.00%,0,2.63,1.57,3,,Media,320,EUR,2012,1.3,416,99.0,0,0,0,0,Media,https://wien.orf.at/news/stories/2607445/
7361,AT,Vienna,,Line 1 extension,2012,2017,0,4.7,57.00%,2.7,0.06,2.008,5,,Measured,600,EUR,2015,1.3,780,166.0,0,0,0,0,Plan,https://www.wien.gv.at/stadtentwicklung/projekte/verkehrsplanung/u-bahn/u1-oberlaa.html
7362,AT,Vienna,,U2/U5 cross,2019,2029,0,9,100.00%,9,0,0,11,,Plan,"2,200",EUR,2023,1.3,2860,317.8,0,0,0,0,Media,https://wien.orf.at/news/stories/2940360/
7363,IN,Kochi,,Metro,2013,2017,0,13,0.00%,0,0,0,11,,Plan,"51,810",INR,2015,0.052,2694.12,207.2,0,0,0,0,Plan,https://kochimetro.org/everything-you-need-to-know-about-the-kochi-metro/
7368,IN,Delhi,,Phase 3,2012,2020,0,160.6,33.00%,53,0,0,109,,Wiki,"410,790",INR,2016,0.05,20539.5,127.9,0,0,0,0,Plan,http://www.delhimetrorail.com/funding.aspx
7369,IN,Delhi,Phase 4,Phase 4 first half,2019,2025,0,61.7,36.00%,22.3,0,0,46,,Media,"249,487",INR,2022,0.047,11725.8655,190.0,0,0,0,0,Media,https://housing.com/news/delhi-metro-phase-iv-finally-approved-government/
7370,IN,Delhi,Phase 4,Phase 4 second half,2019,2025,0,42.3,35.00%,14.7,0,0,43,,Media,"215,364",INR,2022,0.047,10122.0845,239.3,0,0,0,0,Media,https://economictimes.indiatimes.com/news/politics-and-nation/operational-loss-in-delhi-metro-phase-iv-project-to-be-borne-by-delhi-govt-sc/articleshow/71008680.cms
7371,IR,Tehran,,Line 3 extension to SW,2012,2014,0,12,100.00%,12,0,0,11,,Trade,"20,000,000",IRR,2013,0.00012,2400,200.0,0,0,0,0,Trade,https://www.railjournal.com/passenger/metros/tehran-opens-metro-line-3-extension/
7376,IR,Tehran,,Line 6,,2020,0,31,100.00%,31,0,0,29,,Media,"90,000,000",IRR,2017,0.000064,5760,185.8,0,0,0,0,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs
7377,IR,Tehran,,Line 7,,2019,0,27,100.00%,27,0,0,25,,Media,"90,000,000",IRR,2017,0.000064,5760,213.3,0,0,0,0,Media,https://financialtribune.com/articles/auto/78612/tehran-municipality-struggling-with-subway-development-costs
7378,ES,Madrid,,1995-98 program,1995,1998,0,56,68.00%,38,0,0,37,,Trade,"1,579",EUR,1997,1.25,1973.75,35.2,1,56,38,0,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf
7379,ES,Madrid,,1999-2003 program,1999,2003,0,75,77.00%,58,0,0,39,,Trade,"3,157",EUR,2001,1.25,3946.25,52.6,1,75,58,0,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf
7384,PT,Lisbon,,Circular line,2021,2023,0,2,100.00%,2,0,0,2,,Media,216,EUR,2021,1.3,280.8,140.4,1,2,2,0,Trade,https://www.railjournal.com/passenger/metros/european-commission-approves-e83m-for-lisbon-metro-expansion/
7385,PT,Porto,,"Pink line, yellow line",2019,2023,0,6,47.00%,2.8,0,0,7,,Media,308,EUR,2021,1.3,400.4,66.7,1,6,2.8,0,Media,https://www.themayor.eu/en/massive-lisbon-metro-expansion-scheduled-for-2020
7386,ES,Madrid,,Eje Transversal,2020,2028,1,10.5,100.00%,10.5,0,0,4,,Measured,760,EUR,2024,1.3,988,94.1,1,10.5,10.5,0,Plan,https://www.esmadrid.com/sites/default/files/plan_integral_cercanias_madrid_2018_2025.pdf
7387,ES,Madrid,,Line 2 extension,2008,2011,0,4.6,100.00%,4.6,0,0,4,,Trade,315,EUR,2010,1.3,409.5,89.0,1,4.6,4.6,0,Trade,https://www.metro-report.com/news/metro/single-view/view/madrid-metro-line-2-extended-to-las-rosas.html?sword_list[]=madrid&no_cache=1
7392,ES,Madrid,,Line 9 extension,2009,2015,0,3,100.00%,3,0,0,2,,Plan,191,EUR,2012,1.3,248.3,82.8,1,3,3,0,Plan,https://web.archive.org/web/20150328212257/https://www.metromadrid.es/en/comunicacion/prensa/2015/March/noticia09.html
7393,EC,Quito,,Metro,2012,2019,0,22.9,100.00%,22.9,0,0,15,,Wiki,"2,010",USD,2016,1.9,3819,166.8,0,0,0,0,Plan,http://documents.worldbank.org/curated/en/872611529897472449/pdf/Ecuador-PP-06052018.pdf
7394,ES,Madrid,,Chamartin-Atocha tunnel,2003,2008,1,7.5,100.00%,7.5,0,0,3,,Wiki,550,EUR,2006,1.25,687.5,91.7,1,7.5,7.5,0,Media,https://elpais.com/elpais/2008/07/09/actualidad/1215591420_850215.html
7395,FR,Paris,,Line 14,1993,2007,0,9.2,100.00%,9.2,0,0,9,,Wiki,"1,211",EUR,2004,1.25,1514,164.6,0,0,0,0,Trade,http://www.omegacentre.bartlett.ucl.ac.uk/wp-content/uploads/2014/12/FRANCE_METEOR_PROFILE.pdf
7400,CA,Toronto,,Sheppard,1994,2002,0,5.5,100.00%,5.5,0,0,5,,Media,"1,000",CAD,1998,0.81,810,147.3,0,0,0,1,Media,https://www.theglobeandmail.com/news/toronto/sheppard-subway-extension-a-quarter-the-stops-for-three-times-the-cost/article622366/
7401,CA,Montreal,,Laval extension,2001,2007,0,5.2,100.00%,5.2,0,0,3,,Wiki,745,CAD,2004,0.81,603.45,116.0,0,0,0,1,Media,https://montrealgazette.com/news/local-news/the-sleepy-success-story-of-the-laval-metro-extension
7402,DE,Karlsruhe,,Kombilösung,2010,2021,1,4.8,100.00%,4.8,0,0,6,,Plan,"1,457",EUR,2016,1.3,1894.49,394.7,0,0,0,0,Plan,https://www.diekombiloesung.de/haeufige-fragen.html
7403,DE,Dusseldorf,,Wehrhahn Line,2007,2016,0,3.4,100.00%,3.4,0,0,6,,Wiki,929,EUR,2012,1.3,1207.7,355.2,0,0,0,0,Media,https://www.wz.de/nrw/duesseldorf/wehrhahn-linie-wird-noch-viel-teurer_aid-25646289
7408,US,New York,,7 extension,2007,2014,0,1.6,100.00%,1.6,0,0,1,,Measured,"2,400",USD,2011,1,2400,1500.0,0,0,0,1,Plan,http://web.mta.info/nyct/service/new7LineExtension_to11Avenue.htm
7409,US,New York,Second Avenue,Second Avenue Phase 1,2007,2016,0,2.7,100.00%,2.7,0,0,3,187,Measured,"4,450",USD,2012,1,4450,1648.1,0,0,0,1,Media,https://www.nytimes.com/2016/12/19/nyregion/second-avenue-subway-opening.html
7410,US,New York,Second Avenue,Second Avenue Phase 2,2019,2029,0,2.6,100.00%,2.6,0,0,3,187,Measured,"6,300",USD,2024,1,6300,2423.1,0,0,0,1,Trade,https://twitter.com/andrewsiff4NY/status/1463249486386540550
7411,US,New York,,East Side Access,2007,2022,1,2.8,100.00%,2.8,0,0,1,,Measured,"11,000",USD,2015,1,11000,3928.6,0,0,0,1,Media,https://www.nytimes.com/2018/04/25/nyregion/mta-east-side-access-11-billion.html
7416,US,New York,,Gateway,2019,2026,1,5.3,100.00%,5.3,0,0,0,,Measured,"9,500",USD,2023,1,9500,1792.5,0,0,0,1,Plan,https://www.masstransitmag.com/rail/infrastructure/press-release/21094267/gateway-program-the-hudson-tunnel-projects-trims-14-billion-with-new-financial-plan
7417,UK,London,,Crossrail,2009,2021,1,21,100.00%,21,0,0,8,,Measured,"13,328",GBP,2015,1.4,18659.2,888.5,0,0,0,1,FOI,
7418,FR,Paris,Line 4,Line 4 to Bagneux,2014,2021,0,1.8,100.00%,1.8,0,0,2,,Plan,380,EUR,2011,1.3,494,274.4,0,0,0,0,Plan,http://www.prolongement-m4.fr/sites/default/files/documents/m4-bagneux-dossierpresse_180316_bd.pdf
7419,FR,Paris,,RER E extension,2018,2022,1,8,100.00%,8,0,0,2,,Wiki,"1,800",EUR,2012,1.3,2340,292.5,0,0,0,0,Media,https://www.usinenouvelle.com/article/le-prolongement-a-l-ouest-de-paris-du-rer-e-devient-enfin-realite.N775434
7424,FR,Paris,Line 4,Line 4 to Montrouge,2008,2013,0,1.5,100.00%,1.5,0,0,1,,Media,185,EUR,2010,1.3,240.89,160.6,0,0,0,0,Media,https://france3-regions.francetvinfo.fr/paris-ile-de-france/2013/03/22/ligne-4-montrouge-se-met-sur-les-rails-220977.html
7425,FR,Paris,,Line 8 to Pointe-du-Lac,2007,2011,0,1.3,0.00%,0,0,0,1,,Wiki,83,EUR,2005,1.25,103.75,79.8,0,0,0,0,Media,https://www.railpassion.fr/materiel-actualites-rp/011-14751-la-ligne-8-du-metro-arrive-a-creteil-pointe-du-lac/
7426,FR,Paris,,Line 13 to Courtilles,2005,2008,0,1.9,100.00%,1.9,0,0,2,,Plan,158,EUR,2006,1.25,197.5,103.9,0,0,0,0,Plan,https://web.archive.org/web/20120221232537/http://www.iledefrance.fr/lactualite/transports/metro-rer/ligne-13-deux-nouvelles-stations-a-asnieres-gennevilliers/
7427,FR,Paris,Line 12,Line 12 to Front Populaire,2007,2012,0,1.5,100.00%,1.5,0,0,1,,Measured,295,EUR,2009,1.3,383.5,255.7,0,0,0,0,Plan,https://plainecommune.fr/projets/transports-et-mobilite/prolongement-de-la-ligne-12/
7432,FR,Paris,,Line 11,2016,2023,0,6.3,90.00%,5.7,0.6,0,6,,Measured,"1,084",EUR,2014,1.3,1409.2,223.7,0,0,0,0,Plan,https://www.ratp.fr/en/groupe-ratp/metrotrains/m11-extension-rosny-bois-perrier-and-then-noisy-champs
7433,IL,Tel Aviv,,Red Line,2015,2022,0,24,50.00%,12,0,0,34,,Wiki,"17,600",NIS,2018,0.268,4716.8,196.5,0,0,0,0,Media,https://en.globes.co.il/en/article-first-third-of-red-line-completed-1001205843
7434,IL,Tel Aviv,,Green Line,2018,2024,0,38.6,12.00%,4.6,0,0,62,,Wiki,"20,000",NIS,2020,0.268,5360,138.9,0,0,0,0,Media,http://www.xinhuanet.com/english/2019-05/21/c_138075072.htm
7435,NZ,Auckland,,City Rail Link,2013,2024,1,3.5,100.00%,3.5,0,0,4,,Wiki,"4,419",NZD,2018,0.677,2991.663,854.8,0,0,0,1,Plan,https://ourauckland.aucklandcouncil.govt.nz/articles/news/2019/04/revised-cost-for-city-rail-link/
7440,DE,Hamburg,U4,U4 to HafenCity U,2007,2012,0,3.9,100.00%,3.9,0,0,2,,Media,326,EUR,2009,1.3,424.19,108.8,0,0,0,0,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/
7441,DE,Hamburg,U4,U4 to Elbbrücken,2014,2018,0,1.3,100.00%,1.3,0,0,1,,Media,178,EUR,2016,1.3,231.4,178.0,0,0,0,0,Media,https://www.nahverkehrhamburg.de/u4-verlaengerung-in-horner-geest-soll-465-millionen-euro-kosten-9328/
7442,DE,Hamburg,U4,U4 to Dannerallee,2020,,0,2.6,100.00%,2.6,0,0,3,,Media,511,EUR,2019,1.3,664.3,255.5,0,0,0,0,Media,https://www.nahverkehrhamburg.de/u4-kann-verlaengert-werden-planfeststellungsbeschluss-ist-da-14090/
7443,ES,Barcelona,,L3 to Trinitat Nova,2001,2008,0,1.9,100.00%,1.9,0,0,2,,Plan,151,EUR,2004,1.25,188.75,99.3,1,1.9,1.9,0,Plan,https://pemb.cat/public/docs/794_r6_cat_b2_17_perllongament_linia_3_de_metro_corr.pdf
7448,ES,Barcelona,,Terrassa tunnel,2008,2015,0,4.5,100.00%,4.5,0,0,3,,Plan,401,EUR,2011,1.3,521.3,115.8,1,4.5,4.5,0,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf
7449,ES,Barcelona,,Sabadell tunnel,2006,2017,0,4.4,100.00%,4.4,0,0,4,,Plan,430,EUR,2011,1.3,559,127.0,1,4.4,4.4,0,Plan,https://govern.cat/govern/docs/2012/10/03/12/36/6b33e55c-7ef4-4200-8517-97c7501d026e.pdf
7450,ES,Barcelona,,L2 to Badalona,2006,2010,0,0.7,100.00%,0.7,0,0,1,,Plan,70,EUR,2008,1.25,87.5,125.0,1,0.7,0.7,0,Plan,http://territori.scot.cat/cat/notices/2010/10/metro_lInia_2_2737.php
7451,ES,Barcelona,,L5 to Vall d'Hebron,2007,2010,0,2.5,100.00%,2.5,0,0,3,,Media,320,EUR,2008,1.25,400,160.0,1,2.5,2.5,0,Media,https://www.ccma.cat/324/La-linia-5-del-Metro-de-Barcelona-samplia-dema-amb-les-estacions-del-Carmel-el-Collla-Teixonera-i-Vall-dHebron/noticia/790448/
7456,ES,Barcelona,,L9/10,2003,2026,0,47.8,91.00%,43.7,0,0,52,,Plan,"5,954",EUR,2014,1.3,7740.2,161.9,1,47.8,43.7,0,Plan,https://www.eib.org/en/projects/pipelines/all/20160937
7457,ES,Bilbao,,Line 3,2007,2016,0,5.9,95.00%,5.6,0,0,7,,Measured,279,EUR,2011,1.3,362.7,61.5,1,5.9,5.6,0,Media,https://www.eitb.eus/es/noticias/economia/detalle/4706859/inauguracion-linea-3-metro-bilbao-operada-euskotren-8-abril/
7458,ES,Seville,,Line 1,2003,2009,0,18.2,64.00%,11.6,6.552,0,22,,Measured,892,EUR,2006,1.25,1115,61.3,1,18.2,11.6,0,Media,https://www.diariodesevilla.es/sevilla/construccion-linea-1-Metro-Sevilla_0_1341766366.html
7459,ES,Malaga,,Lines 1-2,2006,2014,0,11.3,81.00%,9.2,0,0,17,,Wiki,870,EUR,2010,1.3,1131,100.1,1,11.3,9.2,0,Media,https://www.diariosur.es/20130217/local/malaga/obras-metro-malaga-costaran-201302170041.html
7464,BD,Dhaka,,Line 6,2015,2021,0,20,0.00%,0,0,0,16,,Media,"220,000",BDT,2018,0.032,7040,352.0,0,0,0,0,Media,https://www.railwaygazette.com/projects-and-planning/tracklaying-starts-on-dhaka-metro/55647.article
7465,BD,Dhaka,,Line 1,2020,2026,0,31.2,64.00%,20,0,0,19,,Media,"525,610",BDT,2023,0.032,16819.52,539.1,0,0,0,0,Media,https://bdnews24.com/economy/2019/10/15/govt-approves-two-more-metro-rail-projects-worth-tk-938bn
7466,BD,Dhaka,,Line 5,2020,2028,0,19.6,70.00%,14,0,0,14,,Media,"412,380",BDT,2024,0.032,13196.16,673.3,0,0,0,0,Media,https://bdnews24.com/economy/2019/10/15/govt-approves-two-more-metro-rail-projects-worth-tk-938bn
7467,ID,Jakarta,,MRT first phase,2013,2019,0,15.7,38.00%,5.9,0,0,13,,Media,"13,776,070",IDR,2016,0.000213,2934.30291,186.9,0,0,0,0,Media,https://www.jttri.or.jp/docs/seminar190719-25.pdf
7472,FR,Lyon,,Line A to Vaulx,2005,2007,0,1,100.00%,1,0,0,1,,Plan,53,EUR,2006,1.25,66.25,66.3,0,0,0,0,Plan,https://web.archive.org/web/20080312071952/http://www.sytral.fr/176.0.html
7473,FR,Lyon,Line B,Line B to Oullins,2009,2013,0,1.8,100.00%,1.8,0,0,1,,Media,222,EUR,2011,1.3,288.6,160.3,0,0,0,0,Media,https://www.lyon-entreprises.com/actualites/article/le-prolongement-de-la-ligne-b-du-metro-lyonnais-a-oullins-devrait-booster-le-developpement-du-sud-ouest-lyonnais
7474,FR,Lyon,Line B,Line B to Hospital-Sud,2017,2023,0,2.5,100.00%,2.5,0,0,2,,Plan,394,EUR,2020,1.3,512.2,204.9,0,0,0,0,Plan,http://www.oullins.fr/territoire-d-avenir/prolongement-du-metro-b-382.html
7475,PK,Lahore,,Orange Line,2015,2020,0,27.1,6.00%,1.6,0,0,26,,Wiki,"183,000",PKR,2017,0.033,6039,222.8,0,0,0,0,Media,https://dailytimes.com.pk/470024/punjab-drops-plan-to-connect-orange-line-train-with-metro-bus-railway-station/
7480,TH,Bangkok,Sukhumvit Line,Sukhumvit Line to Kheka,2012,2018,0,12.8,0.00%,0,0,0,9,,Plan,"21,904",THB,2007,0.087,1905.648,148.9,0,0,0,0,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/greenline/
7481,TH,Bangkok,Sukhumvit Line,Sukhumvit Line to Khu Khot,2015,2020,0,19,0.00%,0,0,0,16,,Plan,"58,862",THB,2017,0.081,4767.822,250.9,0,0,0,0,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/greenline/
7482,TH,Bangkok,,Blue Line extension,2011,2020,0,26.9,20.00%,5.4,0,0,19,,Plan,"71,687",THB,2015,0.081,5806.647,215.9,0,0,0,0,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/blueline/?AspxAutoDetectCookieSupport=1
7483,TH,Bangkok,,Brown Line,2020,,0,22.1,0.00%,0,0,0,18,,Plan,"48,386",THB,2020,0.081,3919.266,177.3,0,0,0,0,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/brownline/
7488,TH,Bangkok,,Pink Line,2017,2022,0,34.5,0.00%,0,0,0,30,,Plan,"56,725",THB,2019,0.081,4594.725,133.2,0,0,0,0,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/pinkline/
7489,TH,Bangkok,,Yellow Line,2017,2022,0,30.4,0.00%,0,0,0,23,,Wiki,"54,768",THB,2019,0.081,4436.208,145.9,0,0,0,0,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/yellowline/
7490,TH,Bangkok,,Orange Line,2017,2025,0,35.9,75.00%,27,0,0,28,,Plan,"235,320",THB,2021,0.081,19060.92,530.9,0,0,0,0,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/orangeline/
7491,TH,Chiang Mai,,Red Line,2022,2027,0,15.8,46.00%,7.2,0,0,12,,Measured,"27,000",THB,2024,0.081,2187,138.4,0,0,0,0,Media,https://www.nationthailand.com/business/30382028
7496,VN,Ho Chi Minh City,,Line 1,2012,2021,0,19.7,13.00%,2.6,0,0,14,,Plan,"43,600,000",VND,2016,0.000126,5493.6,278.9,0,0,0,0,Media,https://e.vnexpress.net/news/news/hcmc-submits-plans-for-new-2-9-billion-metro-line-4095209.html
7497,VN,Ho Chi Minh City,,Line 2 first phase,2020,2026,0,11.3,82.00%,9.3,0,0,11,,Media,"48,000,000",VND,2023,0.000126,6048,535.2,0,0,0,0,Media,https://e.vnexpress.net/news/news/saigon-metro-lines-cost-escalation-cleared-construction-not-to-stop-4002027.html
7498,VN,Ho Chi Minh City,,Line 5 first phase,2025,2029,0,8.9,84.00%,7.5,0,0,7,,Media,"41,600,000",VND,2027,0.000126,5241.6,588.9,0,0,0,0,Media,https://saigoneer.com/saigon-news/12943-saigon-starts-seeking-investors-for-metro-line-5
7499,JP,Osaka,,Tokaido branch relocation,2015,2023,1,2.4,100.00%,2.4,0,0,1,,Plan,"69,000",JPY,2019,0.01,690,287.5,0,0,0,0,Plan,https://www.westjr.co.jp/global/en/ir/library/fact-sheets/2018/pdf/fact2018.pdf
7504,JP,Osaka,,Higashi Line,1999,2019,1,20.3,0.00%,0,0,0,0,,Plan,"120,000",JPY,2009,0.0087,1044,51.4,0,0,0,0,Plan,https://www.westjr.co.jp/global/en/ir/library/fact-sheets/2018/pdf/fact2018.pdf
7505,JP,Osaka,,Monorail extension,2018,2029,0,8.9,0.00%,0,0,0,4,,Plan,"105,000",JPY,2019,0.01,1050,118.0,0,0,0,0,Plan,http://www.mlit.go.jp/common/001272230.pdf
7506,JP,Tokyo,,Fukutoshin Line,2001,2008,0,8.9,100.00%,8.9,0,0,8,,Media,"250,000",JPY,2004,0.0074,1850,207.9,0,0,0,0,Media,https://www.japantimes.co.jp/news/2008/06/12/national/fukutoshin-subway-line-debuts/
7507,JP,Tokyo,,Minatomirai Line,1993,2004,1,4.1,100.00%,4.1,0,0,6,,Trade,"257,000",JPY,1998,0.0063,1619.1,394.9,0,0,0,0,Media,https://www.japantimes.co.jp/life/2004/02/13/travel/new-subway-signals-start-of-a-new-era/
7512,JP,Tokyo,,Oedo Line ring,1992,2000,0,27.8,100.00%,27.8,0,0,27,,Plan,"988,600",JPY,1999,0.0064,6327.04,227.6,0,0,0,0,Plan,https://web.archive.org/web/20060517042836/http://www.kotsu.metro.tokyo.jp/news/pdf/sub_t_20060324a_01.pdf
7513,JP,Tokyo,,Haneda express line,2022,2029,1,5.6,100.00%,5.6,0,0,2,,Measured,"300,000",JPY,2025,0.01,3000,535.7,0,0,0,0,Media,https://en.connectionjapan.com/2019/02/16/jr-east-construira-linha-para-ligar-toquio-ao-aeroporto-de-haneda/
7514,JP,Tokyo,,Tama Monorail first phase,1991,2000,0,16,0.00%,0,0,0,19,,Trade,"242,200",JPY,1995,0.006,1453.2,90.8,0,0,0,0,Trade,https://www.ejrcf.or.jp/jrtr/jrtr26/pdf/t58_neh.pdf
7515,JP,Tokyo,,Monorail to Tokyo Station,2015,2025,1,3,0.00%,0,0,0,,,Trade,"109,500",JPY,2020,0.01,1095,365.0,0,0,0,0,Trade,https://www.railwaygazette.com/tokyo-monorail-plans-to-extend/39875.article
7520,JP,Tokyo,,Tokyo-Ueno Line,2008,2015,1,3.8,0.00%,0,0,0,0,,Trade,"40,000",JPY,2011,0.009,360,94.7,0,0,0,0,Trade,https://www.railwaygazette.com/cross-tokyo-link-inaugurated/40649.article
7521,JP,Tokyo,Sotetsu Shin-Yokohama,Sotetsu Shin-Yokohama JR Line,2010,2019,1,2.7,78.00%,2.1,0,0,1,,Measured,"111,400",JPY,2014,0.0097,1080.58,400.2,0,0,0,0,Media,https://resources.realestate.co.jp/living/faster-commute-and-lower-congestion-expected-as-sotetsu-main-line-and-jr-east-start-direct-rail-service-on-nov-30th/
7522,JP,Tokyo,Sotetsu Shin-Yokohama,Sotetsu Shin-Yokohama Tokyu Line,2010,2022,1,10,80.00%,8,0,0,2,,Measured,"290,800",JPY,2016,0.0095,2762.6,276.3,0,0,0,0,Trade,https://www.decn.co.jp/?p=89391
7523,JP,Fukuoka,,Nanakuma Line extension,2014,2022,0,1.6,100.00%,1.6,0,0,2,,Wiki,"58,700",JPY,2018,0.01,587,366.9,0,0,0,0,Media,https://www.fukuoka-now.com/en/news/nanakuma-subway-line-extension-delayed/
7528,BR,Sao Paulo,,Line 6 phase 1,2015,2023,0,15.9,84.00%,13.4,0,0,15,,Trade,"9,600",BRL,2020,0.44,4224,265.7,0,0,0,0,Trade,https://www.railjournal.com/passenger/metros/revival-of-sao-paulo-metro-line-6-orange-project-a-step-closer/
7529,CH,Lucerne,,Zentralbahn,2008,2013,1,1.5,90.00%,1.4,0,0,1,,Plan,220,CHF,2010,0.68,149.736,99.8,1,1.5,1.4,0,Plan,https://www.luzernerzeitung.ch/zentralschweiz/luzern/seetalplatz-und-zentralbahn-60-millionen-guenstiger-als-budgetiert-ld.1150224
7530,CH,Zurich,,Durchmesserlinie,2007,2014,1,9.6,50.00%,4.8,0.2,4.6,1,,Trade,"2,030",CHF,2010,0.68,1380.4,143.8,1,9.6,4.8,0,Trade,https://www.railwaygazette.com/infrastructure/cross-city-tunnel-opening-increases-capacity-in-zurich/39619.article
7531,JP,Tokyo,,Tsukuba Express,1997,2005,0,58.3,28.00%,16.3,0,0,20,,Plan,"949,400",JPY,2001,0.0077,7310.38,125.4,0,0,0,0,Plan,https://www.jlgc.org.uk/en/news_letter/funding-local-infrastructure-and-the-tsukuba-express/
7536,IN,Bangalore,,Phase 2,2017,2024,0,73.9,18.67%,13.8,0,0,62,,Trade,"306,950",INR,2020,0.047,14426.65,195.2,0,0,0,0,Media,https://www.metrorailnews.in/bengaluru-metros-yelachenahalli-anjanapura-line-supposed-to-be-ready-by-november-2020/
7537,IN,Bangalore,,Phase 1,2006,2017,0,42.3,20.00%,8.5,0,0,41,,Wiki,"144,050",INR,2011,0.064,9219.2,217.9,0,0,0,0,Media,https://economictimes.indiatimes.com/industry/transportation/railways/cost-and-time-overrun-marks-bengaluru-metro-phase-i/articleshow/57550535.cms
7538,IN,Gurgaon,Gurgaon,Phase 1,2009,2013,0,5.5,0.00%,0,0,0,6,,Wiki,"10,880",INR,2011,0.064,696.32,126.6,0,0,0,0,Media,http://archive.indianexpress.com/news/gurgaon-rapid-metro-begins-trial-runs/1011112/0
7539,IN,Gurgaon,Gurgaon,Phase 2,2013,2017,0,6.3,0.00%,0,0,0,5,,Wiki,"24,230",INR,2015,0.052,1259.96,200.0,0,0,0,0,Media,http://www.ptinews.com/news/8562521_Second-phase-of-Gurgaon-s-Rapid-Metro-launched.html
7544,IN,Nagpur,Nagpur,Phase 1,2014,2020,0,38.2,0.00%,0,0,0,40,,Media,"86,800",INR,2014,0.054,4687.2,122.7,0,0,0,0,Plan,http://www.metrorailnagpur.com/projectprofile.aspx
7545,IN,Nagpur,Nagpur,Phase 2,,,0,43.8,0.00%,0,0,0,32,,Plan,"112,160",INR,2018,0.048,5383.68,122.9,0,0,0,0,Media,https://timesofindia.indiatimes.com/city/nagpur/mahametro-saves-rs1850cr-in-nagpur-metro-phase-ii/articleshow/67371648.cms
7546,IN,Ahmadabad,,Phase 1,2015,2023,0,40,16.00%,6.4,0,0,33,,Wiki,"127,000",INR,2019,0.047,5969,149.2,0,0,0,0,Media,https://indianexpress.com/article/cities/ahmedabad/ahmedabad-metro-phase-1-delay-makes-cost-jump-by-rs-2000-cr-6486037/
7547,IN,Hyderabad,,Phase 1,2012,2020,0,72,0.00%,0,0,0,66,,Media,"188,000",INR,2016,0.05,9400,130.6,0,0,0,0,Media,https://www.indiatoday.in/india/story/hyderabad-metro-project-delay-by-l-and-t-pushes-up-cost-by-over-30-per-cent-1094750-2017-11-26
